id,title,location,sub_category,avatar,description,details,provider,distance,ages,price,campus,camp_type,topics,category,relevance,affordability
654,Code2Discover,Multiple Locations,Coding Science & Technology Computers,https://images.activityhero.com/provider_photo/145455/tile/0814a1b6-9023-48d3-9f2f-6f5691713474.jpg,"At Code2Discover, we teach kids ages 7-14 through live online classes to use coding to discover their creativity, their ability, and maybe even their…read more >",https://www.activityhero.com/biz/code2discover,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",76,"5, 67",41,"m,f",STEM,"[['enrichment', 27.84], ['math', 27.84], ['explore', 17.05], ['discover', 6.82], ['summer', 4.55], ['resource', 3.98], ['present', 3.41], ['visual', 2.84], ['choose', 2.84], ['water', 2.84]]",Computer Science,52.78,42.89
655,Tribeca Language,Multiple Locations,Spanish French Chinese,https://images.activityhero.com/provider_photo/145508/tile/149fb4d8-b8b6-4564-95b0-49d8dd7a6e44.jpg,"TriBeCa Language has been empowering hundreds of language learners with the gift of languages for over 13 years. NYC-based, our center offers live,…read more >",https://www.activityhero.com/biz/tribeca-language,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",94.1,",68",45,"m,f",Arts,"[['language', 17.11], ['school', 13.16], ['development', 12.5], ['preschool', 12.5], ['teach', 8.55], ['immersion', 8.55], ['spanish', 8.55], ['english', 6.58], ['skill', 6.58], ['valley', 5.92]]",Arts and Design,87.45,73.48
656,Bennett Academy of the Performing Arts,Multiple Locations,Acting Performing Arts Music Theory,https://images.activityhero.com/provider_photo/100089/tile/367803cc-fd22-48bf-8652-081c43072c1e.JPG,"For twenty years Bennett Academy Of The Performing Arts, has been the source of music education for the aspiring professional and the avid hobbyist. The…read more >",https://www.activityhero.com/biz/53686-bennett-academy-of-the-performing-arts-new-rochelle-ny,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",10,"12,69",37,"m,f",Sports,"[['activity', 20.12], ['include', 15.98], ['fitness', 15.98], ['performing_arts', 9.47], ['week', 8.88], ['field', 8.88], ['park', 8.88], ['exciting', 4.73], ['cultural', 4.14], ['theme', 2.96]]",Personal Development,89.88,17.19
657,Twice Gifted,Multiple Locations,Environmental Public Speaking Leadership,https://images.activityhero.com/provider_photo/139564/tile/a3095688-c226-467b-a12c-95be7d3fe585.jpg,Twice Gifted is an organization started by a group of parents and educators in the SFBay Area that wanted to provide challenging science labs and social…read more >,https://www.activityhero.com/biz/twice-gifted,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",15.9,"5,68",149,m,STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Computer Science,73.23,75.28
658,Charlotte Chess Center & Scholastic Academy,Multiple Locations,Academics Chess Visual Arts,https://images.activityhero.com/provider_photo/145469/tile/49817329-aa31-42c9-9f59-0643df73cd46.jpg,"The CCCSA serves as an educational hub for chess in the Charlotte area; offering camps, classes and lectures year round.The CCCSA runs weekly and monthly…read more >",https://www.activityhero.com/biz/charlotte-chess-center-scholastic-academy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26.9,"5,75",4028,m,Sports,"[['skill', 32.8], ['develop', 18.52], ['creativity', 14.81], ['social', 7.94], ['chess', 7.94], ['approach', 4.76], ['thinking', 3.7], ['global', 3.7], ['problem', 3.17], ['passion', 2.65]]",Personal Development,43.44,85.47
659,Thinkertales,Multiple Locations,Play/Outdoor Dance Reading,https://images.activityhero.com/provider_photo/144845/tile/e032e34c-e1b6-4c9b-8bf3-ae4f7e11a38e.jpg,"Little ones will love the programs from Thinkertales in Manhattan's TriBeCa neighborhood. Thinkertales offers creative, specialized classes for children…read more >",https://www.activityhero.com/biz/thinkertales,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27.6,"5,67",6028,f,Arts,"[['offer', 27.5], ['locate', 20.62], ['small', 10.62], ['write', 9.38], ['writing', 6.25], ['begin', 5.62], ['specialize', 5.62], ['fashion', 5.0], ['kindergarten', 5.0], ['read', 4.38]]",Arts and Design,62.23,51.56
660,Mi Casita de Español,Multiple Locations,Best of ActivityHero 2019 Preschool Adventure/Outdoors Spanish,https://images.activityhero.com/provider_photo/133473/tile/dfdd5a15-a09e-4dcb-b773-c999360ea581.jpg,"¡Bienvenidos!  Welcome to ""Mi Casita de Español""Spanish Immersion Preschool in Palo Alto.We are a licensed, home-based preschool providing a supportive…read more >",https://www.activityhero.com/biz/mi-casita-de-espanol,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",8,"5,67",170,f,Arts,"[['language', 17.11], ['school', 13.16], ['development', 12.5], ['preschool', 12.5], ['teach', 8.55], ['immersion', 8.55], ['spanish', 8.55], ['english', 6.58], ['skill', 6.58], ['valley', 5.92]]",Arts and Design,56.8,82.06
661,Young Builders Palo Alto,"Main Location - Palo Alto, CA",Best of ActivityHero 2015 Science Industrial Arts Visual Arts,https://images.activityhero.com/provider_photo/3216/tile/P1060432.JPG,"Young Builders is a way to get your child to build a plane, boat or electric motor among many things while building self-esteem and confidence. Working with…read more >",https://www.activityhero.com/biz/1897-young-builders-palo-alto-palo-alto-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",13.9,"5,67",30,m,STEM,"[['build', 22.54], ['focus', 16.18], ['confidence', 11.56], ['time', 10.4], ['start', 8.67], ['technique', 8.67], ['encourage', 6.94], ['fundamental', 5.78], ['commit', 5.78], ['house', 3.47]]",Math & Logic,54.83,83.17
662,Global Art Dublin,"Main Location - Dublin, CA",Flexible Booking Clay Drawing and Painting Visual Arts,https://images.activityhero.com/provider_photo/111258/tile/4e919b81-beee-4de2-b096-6785a515a952.jpeg,"Since 1999, Global Art has been promoting art & creativity to our young learners to explore and develop their artistic skills and creative thinking. Our…read more >",https://www.activityhero.com/biz/global-art-dublin,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",24.9,"5,67",130,m,Sports,"[['skill', 32.8], ['develop', 18.52], ['creativity', 14.81], ['social', 7.94], ['chess', 7.94], ['approach', 4.76], ['thinking', 3.7], ['global', 3.7], ['problem', 3.17], ['passion', 2.65]]",Personal Development,97.99,18.04
663,Fremont Christian School,"Main Location - Fremont, CA",Academics Rock Music,https://images.activityhero.com/provider_photo/98122/tile/7fa4eb97-c23b-40e0-9691-be6037dfbf4e.jpg,"The Summer Enrichment Program (SEP) is directed by Melanie Williams. For Summer 2020, FCS is hosting Summer Adventures Around the World (grades 1-8), Summer…read more >",https://www.activityhero.com/biz/fremont-christian-school,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",25.6,"5, 68",75,m,Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,63.06,54.93
664,ActivityHero Camp & Activity Fairs,Multiple Locations,Free Activities General Recreation Online Course,https://images.activityhero.com/provider_photo/110562/tile/5a1e17b7-1484-4f50-ac4b-1994fb116d6e.jpg,"ActivityHero is proud to host local & virtual camp and activity fairs.At each fair, the kids will get a chance to try fun hands-on activities -- and parents…read more >",https://www.activityhero.com/biz/activityhero-camp-and-activity-fair,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26,"5, 68",140,m,STEM,"[['fun', 48.56], ['environment', 12.5], ['engage', 11.54], ['hand', 7.21], ['great', 5.29], ['local', 4.81], ['year', 3.85], ['personal', 2.4], ['perfect', 1.92], ['fill', 1.92]]",Computer Science,96.95,87.73
665,Ohlone Art Camp,"Ohlone Art Camp - Palo Alto, CA",Play/Outdoor Drawing and Painting Visual Arts,https://images.activityhero.com/provider_photo/101286/tile/edc62401-5661-4348-ba04-5c51597826d8.jpg,I'm afraid that I have now made the decision to cancel my camp for this year.  I am heartbroken.  This was to be my 24th year of teaching.  I  was really…read more >,https://www.activityhero.com/biz/2792-ohlone-art-camp-palo-alto-ca,,28.2,",69",350,"m,f",STEM,"[['year', 36.17], ['teaching', 13.48], ['inspire', 9.93], ['teen', 8.51], ['theater', 7.09], ['kind', 6.38], ['positive', 4.96], ['method', 4.96], ['mindfulness', 4.26], ['broadway', 4.26]]",Math & Logic,71.26,85.55
666,Chaparral at Woodside,"Folgers Stable - Woodside, CA",Horseback Riding Adventure/Outdoors Sports,https://images.activityhero.com/provider_photo/97367/tile/dae4ce95-cd80-4370-bc09-0745d0b22b02.png,"The spirit of the West meets Silicon Valley at Chaparral Ranch. Surrounded by natural trails and open space preserves, the ranch overlooks stunning Bay…read more >",https://www.activityhero.com/biz/chaparral-horse-ranch,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",32.1,"5,69",570,m,Arts,"[['dance', 36.9], ['training', 12.83], ['ballet', 9.63], ['open', 8.56], ['space', 8.02], ['meet', 5.88], ['natural', 5.35], ['toddler', 4.81], ['joy', 4.81], ['west', 3.21]]",Arts and Design,30.04,87.67
667,EmpowerandHelp,Multiple Locations,Grant winner 2018 Best of ActivityHero 2018 Social Skills Building Creative Writing,https://images.activityhero.com/provider_photo/145694/tile/a7600c5d-ea75-475a-bc70-f57597dcb7f1.png,At Empower and Help we create future leaders with integrity that make this world a better place for themselves and others. Our social and emotional…read more >,https://www.activityhero.com/biz/empowerandhelp,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",48.4,"5, 68",3029,f,STEM,"[['create', 30.54], ['online', 19.76], ['world', 13.77], ['live', 9.58], ['weekly', 5.39], ['maker', 4.79], ['leader', 4.79], ['curiosity', 4.19], ['free', 3.59], ['culture', 3.59]]",Math & Logic,86.51,71.25
668,Gorilla Art Studio,Multiple Locations,Best of ActivityHero 2016 Best of ActivityHero 2017 Visual Arts Birthday Parties Crafts,https://images.activityhero.com/provider_photo/100803/tile/a3427b59-6ad5-4864-a26b-521d807a1dd6.jpg,"Gorilla Art was founded by Tiffany Bakas. While her kids were young, searching for arts and crafts programs locally became challenging. As an artist,…read more >",https://www.activityhero.com/biz/gorilla-art-studio,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",63.3,",69",220,"m,f",Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,66.46,27.09
669,Marshmallow Minds,Multiple Locations,Coding Science & Technology Yoga,https://images.activityhero.com/provider_photo/109323/tile/610ead10-5661-449d-b414-b02e3b2d52ef.jpeg,"At Marshmallow Minds, we partner with schools (and parents) and introduce students to well known real-world problems. We teach the students how…read more >",https://www.activityhero.com/biz/marshmallow-minds,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",67.3,"12,70",55,"m,f",Arts,"[['language', 17.11], ['school', 13.16], ['development', 12.5], ['preschool', 12.5], ['teach', 8.55], ['immersion', 8.55], ['spanish', 8.55], ['english', 6.58], ['skill', 6.58], ['valley', 5.92]]",Arts and Design,74.46,13.26
670,Camp Ruwá,Multiple Locations,Best of ActivityHero 2018 Visual Arts Religious Play/Outdoor,https://images.activityhero.com/provider_photo/102825/tile/6dd1d160-e6ba-4b8d-bef1-eb84af539343.jpg,"Camp Ruwá is a year round camp bringing adventure, love, and connection to your local community through the adventures of camp! BEST SUMMER EVER!At Camp…read more >",https://www.activityhero.com/biz/camp-ruwa,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",63.3,"5,69",42,"m,f",Sports,"[['love', 22.54], ['adventure', 19.01], ['camper', 11.97], ['outdoor', 10.56], ['dedicate', 8.45], ['american', 7.75], ['area', 7.04], ['mobile', 4.93], ['learn', 4.23], ['animal', 3.52]]",Personal Development,51.63,70.78
671,Jardin de Mariposas School,Multiple Locations,Preschool Animals Spanish,https://images.activityhero.com/provider_photo/109344/tile/287947fb-86b8-46e5-b293-f8008972cab1.jpg,Jardín de mariposas is a Spanish immersion School serving children 2-7 years old. We offer morning and after school programs during the school year and…read more >,https://www.activityhero.com/biz/jardin-de-mariposas-preschool,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",75,"5,76",46,"m,f",Arts,"[['language', 17.11], ['school', 13.16], ['development', 12.5], ['preschool', 12.5], ['teach', 8.55], ['immersion', 8.55], ['spanish', 8.55], ['english', 6.58], ['skill', 6.58], ['valley', 5.92]]",Arts and Design,95.65,66.95
672,Camp MAC,Multiple Locations,Digital Media Journalism Academics,https://images.activityhero.com/provider_photo/136846/tile/2146e346-dd4f-45ca-b3e0-e6813718f2b5.png,"Camp MAC is transitioning completely virtual! Campers will still learn the stylistic nuances of journalistic writing through engaging, interactive…read more >",https://www.activityhero.com/biz/53231-camp-mac-palo-alto-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",93.1,"5,68",38,"m,f",STEM,"[['learn', 54.17], ['code', 22.69], ['interactive', 7.87], ['goal', 3.24], ['peninsula', 2.31], ['concept', 2.31], ['engage', 1.85], ['curious', 1.85], ['balance', 1.85], ['snapology', 1.85]]",Computer Science,70.9,6.97
673,Right Brain Curriculum,Multiple Locations,Online Course America Academics,https://images.activityhero.com/provider_photo/145565/tile/26f4a2e9-393b-41e1-a845-37ee6d2433bf.PNG,"Right Brain Curriculum is a Boston-based education company offering engaging, project-based grade 2-8 learning programs throughout Eastern Massachusetts and…read more >",https://www.activityhero.com/biz/right-brain-curriculum,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",9,"5,68",150,"m,f",STEM,"[['base', 30.29], ['program', 21.14], ['project', 13.71], ['yoga', 9.14], ['lead', 5.71], ['innovative', 4.57], ['nature', 4.57], ['develop', 4.0], ['teach', 4.0], ['workshop', 2.86]]",Math & Logic,70.39,58.19
674,Colorado STEAM Academy,Multiple Locations,Coding Robotics Academics,https://images.activityhero.com/provider_photo/111458/tile/df810170-d553-475a-a0fe-3bb7385cfc81.jpg,"STEAM ACADEMY offers a challenging curriculum for students with hands-on projects and career exploration to inspire students in science, technology,…read more >",https://www.activityhero.com/biz/steam-academy-co,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",14.9,"5,68",2029,"m,f",STEM,"[['educational', 21.05], ['provide', 15.79], ['engineering', 11.84], ['science_technology', 9.87], ['international', 8.55], ['challenge', 8.55], ['steam', 7.89], ['service', 5.92], ['tutoring', 5.26], ['people', 5.26]]",Computer Science,62.89,34.15
675,Vision Martial Arts Center,Multiple Locations,Martial Arts College Preparation/Counseling Date Night,https://images.activityhero.com/provider_photo/5624/tile/IntroSpecial.jpg,Family centered martial arts school.  We specialize in character development and self-defense for kids of all ages and their families.  Children become…read more >,https://www.activityhero.com/biz/19274-vision-martial-arts-center-plano-tx,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",25.9,"5,68",55,m,Sports,"[['adult', 27.78], ['family', 26.11], ['martial_art', 15.0], ['large', 6.67], ['self_defense', 5.56], ['part', 5.56], ['passion', 3.33], ['baby', 3.33], ['core', 3.33], ['mountain', 3.33]]",Personal Development,99.27,91.31
676,Robinson's Taekwondo,Multiple Locations,Fitness Martial Arts Sports,https://images.activityhero.com/provider_photo/94959/tile/274dd222-dca8-4c97-9774-85ca927c9e81.jpg,"At Robinson’s Taekwondo, we provide training in martial arts to both adults and children.  Martial arts are not just ways to defend oneself.  Its focus also…read more >",https://www.activityhero.com/biz/robinson-s-taekwondo,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26.6,"5, 69",42,m,Sports,"[['adult', 27.78], ['family', 26.11], ['martial_art', 15.0], ['large', 6.67], ['self_defense', 5.56], ['part', 5.56], ['passion', 3.33], ['baby', 3.33], ['core', 3.33], ['mountain', 3.33]]",Personal Development,66.69,16.27
677,Vibras Meditation,Multiple Locations,Flexible Booking Yoga Free Activities Mindfulness,https://images.activityhero.com/provider_photo/126796/tile/8f68d974-dee7-4e57-b690-339d10f18b25.jpg,"Our mission: To create a new generation that is more loving, compassionate, and grateful by making meditation a core part of every child’s daily life.Vibras…read more >",https://www.activityhero.com/biz/vibras-meditation,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27,"5, 69",46,f,STEM,"[['child', 26.13], ['make', 23.62], ['life', 15.08], ['strive', 9.05], ['potential', 6.03], ['tool', 5.53], ['prepare', 5.03], ['unique', 4.02], ['speak', 3.02], ['tutor', 2.51]]",Math & Logic,60.47,49.34
678,Young Intellects,Multiple Locations,ActivityHero Business Grant 2019 Best of ActivityHero 2019 Academics Academic Writing Math,https://images.activityhero.com/provider_photo/112395/tile/aa2ca5d6-3fb8-4cd3-a418-9e29e6a29152.jpg,"Young Intellects offers programs designed to provide secure, affordable and efficient options for parents who are in a lookout for childcare services…read more >",https://www.activityhero.com/biz/young-intellects,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",29.2,",70",38,f,STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Math & Logic,47.38,40.48
